id,name,met_values,supports_rep,supports_hour,category,created_at
8f905e33-e2bf-4f1d-b44f-701eccbdba97,"Bicycling, stationary, 101-125watts",6.8,False,True,{cardio},2025-10-05T19:08:24
0f05278f-dfbf-40bb-a526-50407bd67423,"Bicycling, stationary, 126-150watts",8.0,False,True,{cardio},2025-10-05T19:08:24
c89794b2-99f3-4957-a5f9-b061ec3d90eb,"Bicycling, stationary, 151-199watts",10.3,False,True,{cardio},2025-10-05T19:08:24
9516533d-3a2c-42e1-8152-0cabb1d189f0,"Bicycling, stationary, 200-229watts, vigorous",10.8,False,True,{cardio},2025-10-05T19:08:24
c681facb-229d-483d-8ac7-862bd7aa2179,"Bicycling, stationary, 230-250watts, veryvigorous",12.5,False,True,{cardio},2025-10-05T19:08:24
65dcfcad-3c73-4673-bd0e-5b4601093671,"Bicycling, stationary, 270-305watts, veryvigorous",13.8,False,True,{cardio},2025-10-05T19:08:24
668c5e77-67ac-4491-bb8e-03208f39cf52,"Bicycling, stationary, >325watts, veryvigorous",16.3,False,True,{cardio},2025-10-05T19:08:24
2e9ba356-1ad7-4744-a90e-709127955f54,"Bicycling, concentriconly, 100W",5.5,False,True,{cardio},2025-10-05T19:08:24
e18351a2-4b2d-4cc0-b99d-dfa4719e2ab1,"Bicycling, concentriconly, 200W",11.0,False,True,{cardio},2025-10-05T19:08:24
b5b10e23-0882-4401-ac1f-38576d7ddcc3,"Bicycling, eccentriconly, 100to149W",2.3,False,True,{cardio},2025-10-05T19:08:24
680a1446-80af-4409-b58c-ee8857eb7c2b,"Bicycling, eccentriconly, 200W",4.0,False,True,{cardio},2025-10-05T19:08:24
50741c87-5b60-4c76-8330-f127981682d2,"Bicycling, stationary, RPM/Spinbikeclass",9.0,False,True,{cardio},2025-10-05T19:08:24
1ed93c90-7687-4b56-a49a-ab3d46ed5a85,"Bicycling, interactivevirtualcycling, indoorcycleergometer",8.8,False,True,{cardio},2025-10-05T19:08:24
0b50b883-e911-40fd-81a3-ba3fed814991,"Bicycling, highintensityintervaltraining",8.8,False,True,{cardio},2025-10-05T19:08:24
de4c6691-2c93-4d15-b84b-08d9ce534f66,"Aerobic, general",7.3,False,True,{cardio},2025-10-05T19:08:24
5087be15-97a2-4228-94fb-c33a3d5b15ab,"Aerobic, step, with4-inchstep",5.5,False,True,{cardio},2025-10-05T19:08:24
9bfcf044-a02d-456f-9fc8-46c03e633998,"Aerobic, step, with6–8inchstep",7.3,False,True,{cardio},2025-10-05T19:08:24
800dc78d-f4e9-4e57-b35e-de938cd743cd,"Aerobic, step, with10–12inchstep",9.0,False,True,{cardio},2025-10-05T19:08:24
0b4b482a-46ef-40f1-917c-a3e4c4290f56,"Benchstepclass, general",7.8,False,True,{other},2025-10-05T19:08:24
4ff641ea-8e6a-4177-b2ab-4cdd58d28144,"Aerobicdance, lowimpact, moderateeffort",4.8,False,True,{cardio},2025-10-05T19:08:24
14e9d717-8fba-42de-82a4-007f9276ceee,"Aerobicdance, highimpact, vigorouseffort",8.0,False,True,{cardio},2025-10-05T19:08:24
04f27415-a5d3-40a0-a981-c09299b761e9,Aerobicdancewearing10-15lbweights,10.0,True,True,{strength},2025-10-05T19:08:24
e832db2b-a315-42b2-ac38-9bf93fcce1d1,"Armytypeobstaclecourseexercise, bootcamptrainingprogram",5.0,False,True,{other},2025-10-05T19:08:24
00901104-606c-4d29-8f32-2b5fcca793bc,"Calisthenics(e.g., pushups, situps, pull-ups, jumpingjacks, burpees, battlingropes), vigorouseffort",7.5,True,True,{strength},2025-10-05T19:08:24
190f2919-ea98-4c73-85c7-65d479765922,"Calisthenics(e.g., pushups, situps, pull-ups, lunges), moderateeffort",3.8,True,True,{strength},2025-10-05T19:08:24
02c1337a-5998-4cca-b56b-ec84568d327f,"Calisthenics(e.g., curlups, abdominalcrunches, plank), lighteffort",2.8,True,True,{strength},2025-10-05T19:08:24
847df2c1-616a-4740-bdc0-d675b11d85c1,"Calisthenics, lightormoderateeffort, general(e.g., backexercises), goingup&downfromfloor(TaylorCode150)",3.5,True,True,{strength},2025-10-05T19:08:24
61b6b82d-9e49-4361-9e05-5feaaf748414,"Circuittraining, bodyweightexercises",6.0,True,True,{strength},2025-10-05T19:08:24
2d9e78c1-2d08-4958-8761-e1efc2e63f3a,"Circuittraining, lighteffort",3.5,False,True,{other},2025-10-05T19:08:24
46f88abe-6145-41d6-9dc8-0220d79da19d,"Circuittraining, moderateeffort",5.0,False,True,{other},2025-10-05T19:08:24
97ba9ca3-b5af-452f-913d-f6562f65781a,"Circuittraining, includingkettlebells, someaerobicmovementwithminimalrest, general, vigorousintensity",7.5,True,True,{strength},2025-10-05T19:08:24
b7162043-15a6-42ab-aa2a-ade376b05843,Curves™exerciseroutinesinwomen,3.5,False,True,{other},2025-10-05T19:08:24
161dda16-38ca-4aaf-ba19-f2403285a0dc,"Ellipticaltrainer, moderateeffort",5.0,False,True,{cardio},2025-10-05T19:08:24
bda8b53f-3747-4c81-af20-801c9fb4c72e,"Ellipticaltrainer, vigorouseffort",9.0,False,True,{cardio},2025-10-05T19:08:24
3032dc90-52d9-41d6-b99e-3f3464cefb77,"Resistance(weightlifting-freeweight, nautilusoruniversal-type), powerliftingorbodybuilding, vigorouseffort(TaylorCode210)",6.0,True,True,{strength},2025-10-05T19:08:24
41019cdd-6a5b-4e07-81cd-a314b6d69625,"Resistance(weight)training, squats, deadlift, sloworexplosiveeffort",5.0,True,True,{strength},2025-10-05T19:08:24
acf6664b-6e89-41cd-99cd-c9a6b66c8a22,"Resistance(weight)training, multipleexercises, 8-15repsatvariedresistance",3.5,True,True,{strength},2025-10-05T19:08:24
641291a9-0524-4f69-b38c-dc687d0513b5,"ResistanceTraining, circuit, reciprocolsupersets, peripheralhearactiontraining",5.8,True,True,{strength},2025-10-05T19:08:24
8b8348da-587d-4321-947b-9035b3d82749,"Bodyweightresistanceexercises(e.g., squat, lunge, push-up, crunch), general",3.0,True,True,{strength},2025-10-05T19:08:24
31c7f1d9-f5b4-4172-b4c7-8d0e36f14ad4,"Bodyweightresistanceexercises(e.g., squat, lunge, push-up, crunch), highintensity",6.5,True,True,{strength},2025-10-05T19:08:24
d17896ee-97fb-4316-8aa8-d66fa0101bce,Kettlebellswings,9.8,True,True,{strength},2025-10-05T19:08:24
23936265-cc4e-41b9-81d2-f5598b3d0edf,"Healthclubexercise, general(TaylorCode160)",5.5,False,True,{other},2025-10-05T19:08:24
3bbbf89d-3341-4472-84c8-38ced3193ccc,"Healthclubexerciseclassesgeneral, gym/weighttrainingcombinedinonevisit",5.0,True,True,{strength},2025-10-05T19:08:24
e49c01ce-fa81-4797-8193-1931b483d79b,"Healthclubexercise, conditioningclasses",7.8,False,True,{other},2025-10-05T19:08:24
c88aa872-7862-4ee4-94a1-2fdb874c2a3b,"Homeexercise, general",3.8,False,True,{other},2025-10-05T19:08:24
3659f6dd-929d-4bb0-9eb5-33ed89982407,"Stairtreadmillergometer, general",9.3,False,True,{cardio},2025-10-05T19:08:24
94228f6b-60df-4ee9-b174-4e125a3231df,"Ropeskippingexercise, general",11.0,False,True,{cardio},2025-10-05T19:08:24
8c697817-ae85-4731-b178-b1b0cfab65c7,"Jumpingrope, Digi-JumpMaching, 120jumps/minute",9.0,False,True,{other},2025-10-05T19:08:24
b0360e34-a642-4874-a1d5-136f4edae7c9,"Rowing, stationaryergometer, general, vigorouseffort",7.3,False,True,{cardio},2025-10-05T19:08:24
354db4d4-3cab-4f27-9dd9-9238f976d040,"Rowing, stationaryergometer, general, <100watts, moderateeffort",5.0,False,True,{cardio},2025-10-05T19:08:24
372c2725-a9bb-430b-9069-51da1f6bd8d8,"Rowing, stationary, 100to149watts, vigorouseffort",7.5,False,True,{cardio},2025-10-05T19:08:24
21f53864-a4cf-41fa-b2b2-3500c7a0e10e,"Rowing, stationary, 150to199watts, vigorouseffort",11.0,False,True,{cardio},2025-10-05T19:08:24
56af2631-bcd9-47d8-83f6-56d4ef17a0cc,"Rowing, stationary, ≥200watts, veryvigorouseffort",14.0,False,True,{cardio},2025-10-05T19:08:24
dde340cf-1c28-4d62-bb67-ca6ebf9a0a19,"Shuttlerunning, forward/backward/lateral",11.0,False,True,{cardio},2025-10-05T19:08:24
4d4360e3-2e6d-4e87-9389-ae604e422b9b,"Skimachine, general",6.8,True,True,{strength},2025-10-05T19:08:24
9147159c-fe74-46b4-bfe9-d7b3e15ec0b5,"Skiergometer, crosscountry, doublepoling, slowtomoderatespeed",10.5,False,True,{cardio},2025-10-05T19:08:24
80f3da0c-d0f9-4b56-ae80-086088ae832c,"Skiergometer, crosscountry, doublepoling, fasttomaximumspeed",18.0,False,True,{cardio},2025-10-05T19:08:24
8dd28e7b-53d0-401d-81ea-4b313f57ef0f,"Slideboardexercise, general",10.5,False,True,{other},2025-10-05T19:08:24
75357af8-642b-42ad-86ed-c3fd0e7bab5a,"Slimnastics, jazzercise",6.0,False,True,{other},2025-10-05T19:08:24
399a3d46-d480-4691-9d23-c04840ccca8b,"Stretching, mild",2.3,False,True,{flexibility},2025-10-05T19:08:24
77f59679-985d-4476-81e5-8d81617bb433,"Pilates, traditional, mat",1.8,False,True,{flexibility},2025-10-05T19:08:24
e9de4769-d7fb-452f-9ca1-09d4525363bc,"Pilates, general",2.8,False,True,{flexibility},2025-10-05T19:08:24
8842efda-8cde-4a03-b44a-2fc49756a3f7,"Pound, combinationofPilatesandbodymovementswithdrumming",8.5,False,True,{flexibility},2025-10-05T19:08:24
694f0212-d4a2-4caf-aae0-c4b719f66c62,"Poledancing, exerciseclass",4.5,False,True,{other},2025-10-05T19:08:24
0d01c01b-3fc4-403c-8627-67dc93b069d5,"Teachingexerciseclasses(e.g., aerobic, water)",6.8,False,True,{cardio},2025-10-05T19:08:24
b3bf5b03-d407-42f0-8ce1-bb7df132ec7f,"Therapeuticexerciseball, Fitballexercise",2.8,False,True,{other},2025-10-05T19:08:24
43594399-32fc-45e2-b70d-58d06c70e092,"Therapeuticexerciseball, Fitballexercise, highintensity",9.5,False,True,{other},2025-10-05T19:08:24
f9afd04b-4c46-4b62-a786-cb589c03d86e,"Upperbodyexercise, armergometer, general, light",2.8,False,True,{other},2025-10-05T19:08:24
ce3b4320-f82f-41f2-ac26-0ecd1c9bf757,"ArmErgometer, handbike, 15W",2.0,False,True,{other},2025-10-05T19:08:24
00dcd698-2f68-4330-a313-b39debdb2934,"ArmErgometer, handbike, 25-30W",2.8,False,True,{other},2025-10-05T19:08:24
f3fde31c-6345-45fb-9401-34adb790a8b4,"ArmErgometer, handbike, 45W",3.5,False,True,{other},2025-10-05T19:08:24
3407bfd1-682d-4cc9-8f43-ae8aa6f2bea0,"Upperbodyexercise, stationarybicycle-Airdyne(armsonly)40rpm, moderateintensity",4.3,False,True,{cardio},2025-10-05T19:08:24
40cbf69c-d2dd-4359-8a55-a62763057628,"Wateraerobics, watercalisthenics, waterexercise",5.3,True,True,{strength},2025-10-05T19:08:24
617383e6-2729-441b-9088-13f880bcca41,"Whirlpool, sitting",1.3,False,True,{other},2025-10-05T19:08:24
f8262550-6ece-4241-9a62-b42f62d3b812,"Video, exerciseworkouts, TVconditioningprograms(e.g., yoga, stretching, seated), lighteffort",2.5,False,True,{flexibility},2025-10-05T19:08:24
a3f2a70f-a88f-4522-955c-95b40d217af3,"Video, exerciseworkouts, TVconditioningprograms(e.g., cardio-resistancetraining), moderate",4.0,True,True,{strength},2025-10-05T19:08:24
68b253b7-e2fb-41bb-9ff1-e14033233cf2,"Video, exerciseworkouts, TVconditioningprograms(e.g., cardio-resistancetraining), vigorous",6.0,True,True,{strength},2025-10-05T19:08:24
57c28ead-3f02-4c9e-8a2a-5eef427b104c,"Yoga, Hatha",2.3,False,True,{flexibility},2025-10-05T19:08:24
77d1b039-c73c-4322-9d99-33fbd2caf8f5,"Yoga, Hatha, highintensity",8.0,False,True,{flexibility},2025-10-05T19:08:24
a537cdda-6eb1-4fe4-b028-544792a8b070,"Yoga, Hot",3.0,False,True,{flexibility},2025-10-05T19:08:24
b880f22f-b9c3-4694-b693-82e944e4a2ba,"Yoga, Power",4.0,False,True,{flexibility},2025-10-05T19:08:24
0f2b7c34-50f8-4bcb-8c4f-4c564b38c1e2,"Yoga, Nadisodhana",2.0,False,True,{flexibility},2025-10-05T19:08:24
c68a0f53-de99-4f46-aedd-287ed6cb33ff,"Yoga, General",2.3,False,True,{flexibility},2025-10-05T19:08:24
2aa47374-eb74-4131-b54a-41872c71ff73,"Yoga, SuryaNamaskar",3.5,False,True,{flexibility},2025-10-05T19:08:24
65709639-f9d6-4dd7-bcd8-a8d1268742a6,"Yoga, Vinyasa",2.7,False,True,{flexibility},2025-10-05T19:08:24
2d2244fa-51b9-4944-a073-a8af70bbb516,"NativeNewZealanderPA, (e.g., HakaPowhiri, Poi, Moteatea, etc.), generalmoderateeffort",5.3,False,True,{other},2025-10-05T19:08:24
1d5c2e16-efa0-466c-9566-49c98a5c7ddb,"NativeNewZealanderPA, general, vigorouseffort",6.8,False,True,{other},2025-10-05T19:08:24
cf6f18d9-5c06-4f0b-b50c-9ca257b9aff1,"Highintensityintervalexercise, moderateeffort",7.0,False,True,{cardio},2025-10-05T19:08:24
7f769f88-1248-4d52-8ae7-24cd492ae912,"Highintensityintervalexercise, burpees, mountainclimbers, squatjumps, Tabata, vigorouseffort",11.0,True,True,{strength},2025-10-05T19:08:24
4e4591bd-b95d-44bf-aaf2-bdc327600038,"BalanceExerciseAssistRobot(BEAR), simulatedskiing, tennis, rodeo",2.3,False,True,{sports},2025-10-05T19:08:24
7a53d7ee-5fb5-4de2-98a3-f2f9cbc0acc3,Hooping(formerlyknownashula®hooping),5.8,False,True,{other},2025-10-05T19:08:24
399f8286-01e4-49bb-a263-b97c5ec45c15,"ImpulseTrainingSystem, InertialExerciseTrainer",9.0,False,True,{other},2025-10-05T19:08:24
f6c6b2b2-38f2-4bff-89c2-ef24aa9d7f27,"VirtualRealityFitness, Supernatural™“Flow”, “Boxing""vigorousintensity",7.9,False,True,{other},2025-10-05T19:08:24
5d44f70e-9345-445c-84fc-7ea586718175,"ExerCube, workoutseries",9.3,False,True,{other},2025-10-05T19:08:24
cefb8a81-1e9b-443a-9f64-323a14ada04f,"BlackboxImmersivevirtualrealityexergamingsystem, vigorousintensity",13.0,False,True,{other},2025-10-05T19:08:24
440a8e36-7150-443d-8ac5-3eb95b44c32d,"Wandexercise, Life-Build-Line",3.0,False,True,{other},2025-10-05T19:08:24
9efb8767-b41c-4e1b-a677-0937cce92a5d,"Zumba, groupclass",6.5,False,True,{cardio},2025-10-05T19:08:24
014e9466-c881-4d13-bfb1-851cf5c537d6,"Zumba, homevideo",5.5,False,True,{cardio},2025-10-05T19:08:24
858d35da-b286-4f81-a632-e120859b9a18,"Sittostandexercise, 6-12times/min",2.8,False,True,{other},2025-10-05T19:08:24
8aac8135-6c4e-4cca-a5ae-6cc983eda825,"Sittostandexercise, 18-24times/min",4.0,False,True,{other},2025-10-05T19:08:24
ed16c1e4-c84a-417a-8a35-68f944030c51,"Afro-Cubansalsa(Cubancha-cha-cha, mambo, Afrorumba, contratiemposonsteps, orisha/santomovements)",6.0,False,True,{other},2025-10-05T19:08:24
6650a609-df4c-43ff-8b88-93a2967378b7,"Ballet, modern, orjazzgeneral, rehearsalorclass",5.0,False,True,{other},2025-10-05T19:08:24
ec92a531-f8b0-4464-bd07-2004c933d558,"Balletexercises(plie, tendus, jetes, ronddeJambes, fondus, grandbattement, grandadage, sautes, tempLeve's)",6.3,False,True,{other},2025-10-05T19:08:24
ca8f9473-6e62-47c2-8a65-63ba816351f0,"Ballet, modern, orjazz, performance, vigorouseffort",6.8,False,True,{other},2025-10-05T19:08:24
1534d85e-0f31-46f3-8845-b407c956a392,Tap,4.8,False,True,{other},2025-10-05T19:08:24
1638e4f5-a50b-48c4-9f1b-80ba5510fedd,"Ethnicorculturaldancing(e.g.Greek, MiddleEastern, hula, salsa, merengue, bambayplena, flamenco, belly, andswing)",4.5,False,True,{other},2025-10-05T19:08:24
45e56da7-3476-482f-bbc5-f1451011cdb0,"Chinesesquaredance, Ballet&Tibetandance",5.5,False,True,{cardio},2025-10-05T19:08:24
ab8174e7-4391-460f-b545-f769bd0198e7,"Chinesesquaredance, aerobicdance",7.3,False,True,{cardio},2025-10-05T19:08:24
322b30ac-e55b-4da9-a454-0ef9edcbc59b,"Ballroomdancing, fast(TaylorCode125)",5.5,False,True,{other},2025-10-05T19:08:24
15c1e577-7db2-478f-820f-2663f74994aa,"Nightcluborfolkdancing, vigorouseffort(e.g., nightclub, disco, folk, linedancing, Irishstepdancing, polka, contra)",9.8,False,True,{other},2025-10-05T19:08:24
21e5172e-7168-4430-a9c6-884b06bb86b9,"Folkdancing, moderateeffort",5.0,False,True,{other},2025-10-05T19:08:24
526a69f7-b6bc-422b-bd92-b295e11d5a1e,"Ballroomdancing, competitive, general",11.3,False,True,{other},2025-10-05T19:08:24
cbe395ab-be78-476a-a197-4f4e5c9bba06,"ballroomdance, DanceSportcompetition(modernwaltz, tango, Viennesewaltz, slowfox, quickstep, samba, chacha, rumba, pasodoble, Jive)",13.0,False,True,{cardio},2025-10-05T19:08:24
1b15b4a9-3c2d-4299-a780-a437673a46ff,"Ballroom, slow, examples:waltz, foxtrot, slowdancing, sambatango, rumba, 19thcenturydance, mambo, chacha",3.0,False,True,{cardio},2025-10-05T19:08:24
57a5cdc0-2470-4951-bda0-9a6d804034a4,"BallroomDance, Recreational(Waltz, Foxtrot, Cha-cha, Swing)",6.0,False,True,{cardio},2025-10-05T19:08:24
2f32b32e-4fe3-4061-abf7-b1b9d37a0427,"AnishinaabeJingledancing, briskpace, othertraditionalAmericanIndiandancingperformedbywomen, moderateeffort",5.5,False,True,{other},2025-10-05T19:08:24
849b940a-922a-4451-9d16-abdd49b578ac,"Caribbeandance(Abakua, Beguine, Bellair, Bongo, Brukin’s, CaribbeanQuadrills, DinkiMini, Gere, Gumbay, Ibo, Jonkonnu, kumina, oreisha, jambu)",3.5,False,True,{cardio},2025-10-05T19:08:24
8547ae8c-a652-408a-a285-1cf6178d4b4d,"Contemporarydancing, general",3.8,False,True,{other},2025-10-05T19:08:24
3f70460f-43ec-4253-85b5-b15fb7529105,"Contemporarydancing, nightclub",4.3,False,True,{other},2025-10-05T19:08:24
095413af-9c4a-4873-90a0-ddd0a07833a1,Flamencodance,8.5,False,True,{cardio},2025-10-05T19:08:24
06cbf5c1-ff15-4680-a89a-998ecd570b15,"Jazzdancing, general",4.5,False,True,{other},2025-10-05T19:08:24
8fc82cf5-d234-4f83-9034-ea02b9ad6f37,"MusicalTheater, Singing/dancing",10.3,False,True,{other},2025-10-05T19:08:24
9cd756cb-a721-4328-a704-ad604787f887,"Polynesiandance, Hawaiianhulaslow, Maorihaka, Tongan",5.8,False,True,{cardio},2025-10-05T19:08:24
7a183b09-eaf5-4e24-aad2-5b70d1399698,"Polynesiandance, Hawaiianhulafast, Samoansasa, Fijianstylefast, FilipinoTinikling",7.0,False,True,{cardio},2025-10-05T19:08:24
83c250d5-67f5-4dcc-bb6f-d01aa63c0949,"Polynesiandance, Samoanslap, Tahitian",8.8,False,True,{cardio},2025-10-05T19:08:24
d7a9edf8-7a8f-408e-ad27-c06bc32e4afd,"SalsaDancing, withpartner",4.8,False,True,{other},2025-10-05T19:08:24
169a90ec-a230-46dc-b8ff-a8ea3c61fe60,"Salsadancing, toavideo",6.3,False,True,{other},2025-10-05T19:08:24
3323d500-c299-4e7d-bc85-9ab3ec5d3908,"SquareDancing, AmericanWestern, country",5.5,False,True,{other},2025-10-05T19:08:24
442f2d7a-4b28-414b-9600-82e4f8621d3a,"Fishing, general",3.5,False,True,{other},2025-10-05T19:08:24
2903700d-cc30-4df6-9bb6-f3f7c5dc08a8,"Fishing, crabfishing",4.5,False,True,{other},2025-10-05T19:08:24
76e344d7-a7ad-40d6-bb27-1f53fdfa59aa,"Fishing, catchingfishwithhands",4.0,False,True,{other},2025-10-05T19:08:24
2587ef2c-cb49-4cca-9013-0be94c4755ff,"Fishingrelated, diggingworms, withshovel",4.3,False,True,{other},2025-10-05T19:08:24
86fe9b8c-99ce-4cfe-8ff1-b7563b9d5acb,Fishingfromriverbankandwalking,4.0,False,True,{cardio},2025-10-05T19:08:24
0e61fef2-469c-4739-8b83-8532017b9866,"Fishingfromboatorcanoe, sitting",2.0,False,True,{other},2025-10-05T19:08:24
90eda3b5-c66e-4d85-a254-7877bb5e7eb5,"Fishingfromriverbank, standing(TaylorCode660)",3.5,False,True,{other},2025-10-05T19:08:24
62006bd4-8752-438b-9bdd-8f859a82d8bf,"Fishinginstream, inwaders(TaylorCode670)",6.0,False,True,{other},2025-10-05T19:08:24
0f2eb4f5-2945-4dee-8712-67d372b78ee6,"Fishing, ice, sitting",2.0,False,True,{other},2025-10-05T19:08:24
699fdc31-7574-4b84-bad8-299d75f03f1b,"Fishing, jigorline, standing, general",1.8,False,True,{other},2025-10-05T19:08:24
db88ad86-80d2-42b3-b48a-fb4f649bded3,"Fishing, dipnet, settingnetandretrievingfish, general",3.5,True,True,{other},2025-10-05T19:08:24
229eedf3-abfa-49d2-b2b9-cc31cde020f7,"Fishing, setnet, settingnetandretrievingfish, general",3.8,False,True,{other},2025-10-05T19:08:24
99361f2a-10c2-4a13-9735-7eb8fe8655a3,"Fishing, fishingwheel, settingnetandretrievingfish, general",3.0,False,True,{other},2025-10-05T19:08:24
702502f5-dd89-404e-b9a2-5af85a4183d4,"Fishingwithaspear, standing",2.3,False,True,{other},2025-10-05T19:08:24
782c2e99-90b6-4363-9d82-e942a636b473,"Hunting, bowandarroworcrossbow",2.5,False,True,{cardio},2025-10-05T19:08:24
893b9d6f-0a35-40ae-8662-44fc44a76f71,"Hunting, deer, elk, largegame(TaylorCode170)",6.0,False,True,{other},2025-10-05T19:08:24
b0074956-7d89-4769-bab6-37e1448ae543,"Huntinglargegame, draggingcarcass",9.8,False,True,{other},2025-10-05T19:08:24
f4d27b66-eae1-4ea7-9c32-1507e780d06d,Huntinglargemarineanimals,4.0,False,True,{other},2025-10-05T19:08:24
5213d79b-ae79-42e5-8569-0fa607f00056,"Hunting, largegamefromahuntingstand, limitedwalking",2.5,False,True,{cardio},2025-10-05T19:08:24
3dc06bdb-906c-45c3-a4a6-e5785cf9d34f,"Huntinglargegamefromacar, plane, orboat",2.0,False,True,{other},2025-10-05T19:08:24
7a810efe-b2b0-4f51-8b8d-7d1e952968a9,"Hunting, duck, wading",2.5,False,True,{other},2025-10-05T19:08:24
fa3b567c-f4f7-415d-a9e8-34707b2a6476,"Huntingflyingfox, squirrel",3.0,False,True,{other},2025-10-05T19:08:24
9db1bf31-d828-4a97-995b-1536f991db19,"Hunting, general",5.0,False,True,{other},2025-10-05T19:08:24
af8b0c7b-66e9-4516-bef5-5c08d097353a,"Hunting, pheasantsorgrouse(TaylorCode680)",6.0,False,True,{other},2025-10-05T19:08:24
c32a0e85-84cc-48fd-a58e-1b991f7965ba,Huntingbirds,3.3,False,True,{other},2025-10-05T19:08:24
8589ea16-65ed-480d-b1c4-1c9fd9233c33,"Hunting, rabbit, squirrel, prairiechick, raccoon, smallgame(TaylorCode690)",5.0,False,True,{other},2025-10-05T19:08:24
